Timestamp,Adjusted_Close,Popularity,Increment_A_C,Increment_P
2019-04-07,1837.28,67.0,0.0,7.0
2019-04-08,1849.86,61.0,12.579999999999927,-6.0
2019-04-09,1835.84,62.0,-14.019999999999982,1.0
2019-04-10,1847.33,56.0,11.490000000000009,-6.0
2019-04-11,1844.07,52.0,-3.259999999999991,-4.0
2019-04-12,1843.06,48.0,-1.009999999999991,-4.0
2019-04-13,1843.06,54.0,0.0,6.0
2019-04-14,1843.06,58.0,0.0,4.0
2019-04-15,1844.87,56.0,1.8099999999999454,-2.0
2019-04-16,1863.04,54.0,18.170000000000073,-2.0
2019-04-17,1864.82,52.0,1.7799999999999727,-2.0
2019-04-18,1861.69,53.0,-3.1299999999998818,1.0
2019-04-19,1861.69,53.0,0.0,0.0
2019-04-20,1861.69,52.0,0.0,-1.0
2019-04-21,1861.69,58.0,0.0,6.0
2019-04-22,1887.31,62.0,25.61999999999989,4.0
2019-04-23,1923.77,63.0,36.460000000000036,1.0
2019-04-24,1901.75,63.0,-22.019999999999982,0.0
2019-04-25,1902.25,58.0,0.5,-5.0
2019-04-26,1950.63,55.0,48.38000000000011,-3.0
2019-04-27,1950.63,57.0,0.0,2.0
2019-04-28,1950.63,50.0,0.0,-7.0
2019-04-29,1938.43,58.0,-12.200000000000045,8.0
2019-04-30,1926.52,56.0,-11.910000000000082,-2.0
2019-05-01,1911.52,61.0,-15.0,5.0
2019-05-02,1900.82,61.0,-10.700000000000045,0.0
2019-05-03,1962.46,55.0,61.6400000000001,-6.0
2019-05-04,1962.46,54.0,0.0,-1.0
2019-05-05,1962.46,60.0,0.0,6.0
2019-05-06,1950.55,56.0,-11.910000000000082,-4.0
2019-05-07,1921.0,56.0,-29.549999999999955,0.0
2019-05-08,1917.77,59.0,-3.230000000000018,3.0
2019-05-09,1899.87,57.0,-17.90000000000009,-2.0
2019-05-10,1889.98,55.0,-9.889999999999873,-2.0
2019-05-11,1889.98,56.0,0.0,1.0
2019-05-12,1889.98,60.0,0.0,4.0
2019-05-13,1822.68,61.0,-67.29999999999995,1.0
2019-05-14,1840.12,62.0,17.439999999999827,1.0
2019-05-15,1871.15,59.0,31.0300000000002,-3.0
